,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
19304,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10641,91, ,A1,91-01 215 PLACE, ,11428,1,0,1,3500,1120,1920,1,A1,485000,12/20/2016 0:00
19305,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,13, ,A1,91-18 217TH   STREET, ,11428,1,0,1,3000,1136,1920,1,A1,510000,7/20/2017 0:00
19306,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,19, ,A1,91-26 217TH   STREET, ,11428,1,0,1,3000,1136,1920,1,A1,540000,4/12/2017 0:00
19309,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,11, ,A1,90-21 213TH   STREET, ,11428,1,0,1,2340,1334,1925,1,A1,450000,2/15/2017 0:00
19310,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,12, ,A1,90-17 213TH ST, ,11428,1,0,1,2340,1334,1925,1,A1,500000,11/29/2016 0:00
19312,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,32, ,A1,90-18 214TH STREET, ,11428,1,0,1,2300,1334,1925,1,A1,520000,7/10/2017 0:00
19313,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10647,119, ,A1,90-10 VANDERVEER STREET, ,11428,1,0,1,2300,1357,1920,1,A1,500000,8/16/2017 0:00
19314,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10647,124, ,A1,90-18 VANDERVEER STREET, ,11428,1,0,1,2225,1357,1920,1,A1,590000,7/31/2017 0:00
19315,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10650,48, ,A1,90-30 216TH   STREET, ,11428,1,0,1,2800,1120,1925,1,A1,495000,6/20/2017 0:00
19319,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10654,60, ,A1,89-28 213TH STREET, ,11427,1,0,1,2700,1216,1925,1,A1,455000,2/15/2017 0:00
19320,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,34, ,A1,89-17 213TH   STREET, ,11427,1,0,1,2500,1296,1920,1,A1,565000,8/10/2017 0:00
19321,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,135, ,A1,89-02 VANDERVEER STREET, ,11427,1,0,1,2352,1325,1930,1,A1,420000,2/17/2017 0:00
19322,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,180, ,A1,89-88 VANDERVEER STREET, ,11427,1,0,1,2325,1348,1930,1,A1,260000,3/3/2017 0:00
19323,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,25, ,A1,89-02 215TH STREET, ,11427,1,0,1,2400,2058,1940,1,A1,635000,11/21/2016 0:00
19325,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,66, ,A5,89-61 VANDERVEER STREET, ,11427,1,0,1,3242,1234,1950,1,A5,470000,12/28/2016 0:00
19326,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,75, ,A5,89-43 VANDERVEER STREET, ,11427,1,0,1,2200,1234,1950,1,A5,345560,8/3/2017 0:00
19328,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,137, ,A1,8982 215TH STREET, ,11427,1,0,1,3300,1268,1930,1,A1,390000,11/17/2016 0:00
19329,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,140, ,A1,89-90 215TH   STREET, ,11427,1,0,1,3700,1660,1930,1,A1,550000,11/30/2016 0:00
19330,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,4, ,A1,89-83 215TH   STREET, ,11427,1,0,1,3300,1272,1925,1,A1,390000,3/29/2017 0:00
19331,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,26, ,A1,89-70 215TH   PLACE, ,11427,1,0,1,3200,1320,1925,1,A1,380000,2/23/2017 0:00
19332,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,43, ,A1,89-90 215 PLACE, ,11427,1,0,1,3500,1392,1925,1,A1,475000,3/2/2017 0:00
19333,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,43, ,A1,89-90 215TH PLACE, ,11427,1,0,1,3500,1392,1925,1,A1,350000,9/14/2016 0:00
19334,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,54, ,A5,89-35 215TH   STREET, ,11427,1,0,1,2300,1278,1935,1,A5,505000,12/23/2016 0:00
19335,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,56, ,A5,89-31 215 STREET, ,11427,1,0,1,2100,1278,1935,1,A5,500000,2/24/2017 0:00
19336,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,62, ,A5,89-19 215TH STREET, ,11427,1,0,1,2100,1278,1935,1,A5,485000,12/21/2016 0:00
19337,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10661,52, ,A5,89-45 217TH STREET, ,11427,1,0,1,2200,1638,1950,1,A5,488000,11/23/2016 0:00
19338,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10661,53, ,A5,89-43 217TH STREET, ,11427,1,0,1,2200,1638,1950,1,A5,420000,9/14/2016 0:00
19340,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,65, ,A1,89-16 218 PLACE, ,11427,1,0,1,2400,1408,1930,1,A1,488000,7/12/2017 0:00
19341,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,87, ,A1,89-70 218TH PLACE, ,11427,1,0,1,3000,1152,1930,1,A1,437000,10/7/2016 0:00
19342,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,93, ,A1,89-82 218TH PLACE, ,11427,1,0,1,3000,1152,1930,1,A1,429000,5/12/2017 0:00
19344,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10663,54, ,A1,89-06 219 STREET, ,11427,1,0,1,2400,1152,1930,1,A1,445000,10/4/2016 0:00
19345,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,6, ,A1,89-89 219TH   STREET, ,11427,1,0,1,2400,1568,1930,1,A1,250000,8/4/2017 0:00
19346,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,8, ,A1,89-83 219 STREET, ,11427,1,0,1,2400,1280,1930,1,A1,515000,1/31/2017 0:00
19348,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,28, ,A1,89-45 219TH STREET, ,11427,1,0,1,2400,1280,1930,1,A1,410000,4/21/2017 0:00
19349,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,39, ,A1,89-23 219 STREET, ,11427,1,0,1,2400,1280,1920,1,A1,567000,8/9/2017 0:00
19350,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,66, ,A5,89-24 SPRINGFIELD BLVD, ,11427,1,0,1,1656,1818,1945,1,A5,435000,6/28/2017 0:00
19351,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,75, ,A5,89-38 SPRINGFIELD BLVD, ,11427,1,0,1,1656,1683,1945,1,A5,442000,1/30/2017 0:00
19352,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10665,59, ,A1,89-18 220TH   STREET, ,11427,1,0,1,2400,1496,1920,1,A1,520000,5/23/2017 0:00
19354,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10666,5, ,A5,89-91 220TH   STREET, ,11427,1,0,1,2200,1088,1950,1,A5,472000,3/16/2017 0:00
19356,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10666,98, ,A1,89-92 221ST   STREET, ,11427,1,0,1,3000,1520,1925,1,A1,499000,7/11/2017 0:00
19357,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10669,97, ,A1,88-12 212TH   PLACE, ,11427,1,0,1,3090,1232,1930,1,A1,515000,12/16/2016 0:00
19358,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10669,109, ,A1,88-36 212TH   PLACE, ,11427,1,0,1,3000,1118,1930,1,A1,425000,11/28/2016 0:00
19360,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10670,77, ,A1,88-21 212TH   PLACE, ,11427,1,0,1,3000,1184,1920,1,A1,415000,1/19/2017 0:00
19361,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10672,5, ,A1,88-37 214 STREET, ,11427,1,0,1,2625,1264,1925,1,A1,567500,3/3/2017 0:00
19362,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10672,15, ,A1,88-17 214TH   STREET, ,11427,1,0,1,2625,1308,1925,1,A1,422500,12/12/2016 0:00
19363,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10673,19, ,A1,88-10 215TH STREET, ,11427,1,0,1,2500,1552,1925,1,A1,478000,9/29/2016 0:00
19364,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10673,33, ,A5,8835 VANDERVEER STREET, ,11427,1,0,1,2400,2114,1925,1,A5,525000,6/22/2017 0:00
19365,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10673,43, ,A1,88-15 VANDERVEER STREET, ,11427,1,0,1,2500,1345,1925,1,A1,465000,6/29/2017 0:00
19366,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10674,60, ,A1,88-21 215TH   STREET, ,11427,1,0,1,2500,1568,1930,1,A1,575000,12/7/2016 0:00
19367,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10675,25, ,A1,88-14 216TH STREET, ,11427,1,0,1,2500,1636,1930,1,A1,465000,10/6/2016 0:00
19369,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10677,3, ,A2,88-23 217TH STREET, ,11427,1,0,1,4000,1194,1945,1,A2,552000,1/10/2017 0:00
19370,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10677,7, ,A1,88-15 217TH ST, ,11427,1,0,1,5200,1300,1940,1,A1,550000,4/18/2017 0:00
19371,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10685,70, ,A1,87-66 217TH   STREET, ,11427,1,0,1,4000,2000,1940,1,A1,540000,10/21/2016 0:00
19372,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10686,23, ,A0,217-10 SPENCER AVENUE, ,11427,1,0,1,4000,1243,1940,1,A0,580000,10/14/2016 0:00
19374,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10692,53, ,A1,218-40 SAWYER AVENUE, ,11427,1,0,1,5500,2316,1950,1,A1,760000,3/9/2017 0:00
19376,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10696,52, ,A1,218-42 94TH   ROAD, ,11428,1,0,1,2856,1616,1920,1,A1,528000,3/24/2017 0:00
19377,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10696,85, ,A2,218-15 94TH   DRIVE, ,11428,1,0,1,4500,2229,1960,1,A2,590000,6/23/2017 0:00
19378,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10700,58, ,A1,93-15 219 STREET, ,11428,1,0,1,5040,1450,1930,1,A1,470000,3/8/2017 0:00
19379,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,8, ,A1,92-04 218TH   PLACE, ,11428,1,0,1,2300,1568,1920,1,A1,483000,3/2/2017 0:00
19380,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,54, ,A2,92-63 218TH   STREET, ,11428,1,0,1,4000,1469,1945,1,A2,448535,6/21/2017 0:00
19381,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10702,71, ,A1,92-35 218TH PLACE, ,11428,1,0,1,4000,2106,1920,1,A1,469000,12/15/2016 0:00
19382,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10706,14, ,A1,92-64 221 STREET, ,11428,1,0,1,3300,1548,1920,1,A1,432334,6/1/2017 0:00
19383,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10706,16, ,A1,92-66 221 STREET, ,11428,1,0,1,3300,1548,1920,1,A1,545000,9/2/2016 0:00
19384,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10707,5, ,A1,92-01 220TH STREET, ,11428,1,0,1,3000,1136,1920,1,A1,497000,9/8/2016 0:00
19386,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10713,24, ,A1,220-03 92ND AVENUE, ,11428,1,0,1,2500,1264,1925,1,A1,535000,7/11/2017 0:00
19387,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10713,24, ,A1,220-03 92ND   AVENUE, ,11428,1,0,1,2500,1264,1925,1,A1,327100,10/28/2016 0:00
19388,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,9, ,A1,221-20 91ST   ROAD, ,11428,1,0,1,2500,1145,1930,1,A1,480000,5/18/2017 0:00
19389,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,9, ,A1,221-20 91 ROAD, ,11428,1,0,1,2500,1145,1930,1,A1,380000,10/21/2016 0:00
19390,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,13, ,A1,91-26 221ST   PLACE, ,11428,1,0,1,2500,855,1930,1,A1,460000,6/29/2017 0:00
19391,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,13, ,A1,91-26 221ST   PLACE, ,11428,1,0,1,2500,855,1930,1,A1,180000,2/3/2017 0:00
19392,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10718,16, ,A5,9020 SPRINGFIELD BOULEVAR, ,11428,1,0,1,1840,1358,1950,1,A5,465000,7/28/2017 0:00
19393,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10718,40, ,A1,90-29 219 STREET, ,11428,1,0,1,3900,1384,1940,1,A1,630000,2/13/2017 0:00
19398,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10721,8, ,A1,90-06 221ST   PLACE, ,11428,1,0,1,4000,1936,1955,1,A1,430000,5/31/2017 0:00
19399,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10721,14, ,A2,90-20 221ST   PLACE, ,11428,1,0,1,4000,1210,1955,1,A2,420000,7/7/2017 0:00
19400,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10721,34, ,A1,221-17 91 ROAD, ,11428,1,0,1,2975,840,1925,1,A1,338000,10/3/2016 0:00
19401,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10722,61, ,A1,90-23 221ST   PLACE, ,11428,1,0,1,2700,1288,1925,1,A1,465000,5/1/2017 0:00
19402,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10724,32, ,A1,94-64 220 STREET, ,11428,1,0,1,4000,1580,1920,1,A1,10000,11/10/2016 0:00
19404,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10727,25, ,A1,94-09 220TH STREET, ,11428,1,0,1,4000,1568,1930,1,A1,480000,8/4/2017 0:00
19405,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10727,31, ,A1,220-16 94TH   AVENUE, ,11428,1,0,1,4320,1670,1925,1,A1,387500,6/26/2017 0:00
19407,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10734,9, ,A1,92-78 222ND   STREET, ,11428,1,0,1,2500,1024,1920,1,A1,515000,6/26/2017 0:00
19408,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10735,38, ,A1,221-34 DAVENPORT AVENUE, ,11428,1,0,1,2500,1136,1920,1,A1,450000,8/25/2017 0:00
19409,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10737,44, ,A1,221-60 92ND AVENUE, ,11428,1,0,1,4000,1120,1925,1,A1,365000,3/16/2017 0:00
19411,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10738,14, ,A1,22162 91ST ROAD, ,11428,1,0,1,3000,1338,1925,1,A1,505000,6/12/2017 0:00
19412,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10738,14, ,A1,221-62 91ST   ROAD, ,11428,1,0,1,3000,1338,1925,1,A1,360000,4/10/2017 0:00
19415,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10739,45, ,A1,221-65 91ST   ROAD, ,11428,1,0,1,2800,1692,1930,1,A1,569000,2/27/2017 0:00
19416,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10744,43, ,A1,22211 93 ROAD, ,11428,1,0,1,4000,1650,1920,1,A1,100000,1/20/2017 0:00
19418,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10746,28, ,A1,224-25 93 ROAD, ,11428,1,0,1,3000,1136,1930,1,A1,142500,11/30/2016 0:00
19419,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10747,41, ,A1,224-09 93RD   AVENUE, ,11428,1,0,1,4000,1200,1930,1,A1,350000,7/5/2017 0:00
19420,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10748,10, ,A1,92-61 222ND   STREET, ,11428,1,0,1,4000,1538,1930,1,A1,300000,5/5/2017 0:00
19422,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10750,15, ,A1,224-18 EDMORE AVENUE, ,11428,1,0,1,3000,1188,1925,1,A1,490000,12/1/2016 0:00
19426,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10753,27, ,A1,92-08 224TH STREET, ,11428,1,0,1,2600,1280,1935,1,A1,535000,8/25/2017 0:00
19427,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10754,31, ,A1,224-15 DAVENPORT AVE, ,11428,1,0,1,4000,1116,1930,1,A1,458000,3/1/2017 0:00
19428,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10754,124, ,A1,224-39 DAVENPORT AVE, ,11428,1,0,1,2800,1080,1930,1,A1,456750,2/8/2017 0:00
19430,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10757,45, ,A5,222-13 91 ROAD, ,11428,1,0,1,1638,1224,1940,1,A5,469000,1/30/2017 0:00
19432,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10763,50, ,A1,217-31 99TH AVENUE, ,11429,1,0,1,2942,1216,1925,1,A1,420000,12/6/2016 0:00
19434,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10765,9, ,A1,99-11 217TH LANE, ,11429,1,0,1,2646,1440,1925,1,A1,507500,7/27/2017 0:00
19436,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10767,50, ,A1,218-27 101ST AVENUE, ,11429,1,0,1,2500,1140,1925,1,A1,240000,5/5/2017 0:00
19437,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10768,14, ,A1,218-14 99TH   AVENUE, ,11429,1,0,1,2692,1568,1920,1,A1,170000,5/17/2017 0:00
19439,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10773,35, ,A1,219-29 102ND   AVENUE, ,11429,1,0,1,6000,2301,1915,1,A1,690000,8/14/2017 0:00
19440,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10773,35, ,A1,219-29 102ND   AVENUE, ,11429,1,0,1,6000,2301,1915,1,A1,355500,1/20/2017 0:00
19441,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10777,67, ,A5,102-21 221ST STREET, ,11429,1,0,1,1520,1586,1960,1,A5,420000,3/28/2017 0:00
19443,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10778,42, ,A1,220-11 101 AVENUE, ,11429,1,0,1,4000,1837,1920,1,A1,550000,2/24/2017 0:00
19444,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10780,19, ,A1,100-40 222ND   STREET, ,11429,1,0,1,5000,1422,1925,1,A1,310000,5/24/2017 0:00
19446,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10781,38, ,A1,100-22 222ND STREET, ,11429,1,0,1,4000,1554,1925,1,A1,320000,2/8/2017 0:00
19449,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10786,9, ,A1,97-39 220TH STREET, ,11429,1,0,1,3700,1572,1925,1,A1,330000,1/6/2017 0:00
19450,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10786,10, ,A1,97-31 220TH STREET, ,11429,1,0,1,3700,1572,1925,1,A1,488000,1/17/2017 0:00
19451,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10786,34, ,A1,97-12 221 ST, ,11429,1,0,1,3000,1140,1925,1,A1,325000,2/28/2017 0:00
19452,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10789,33, ,A1,97-06 222ND   STREET, ,11429,1,0,1,2820,1077,1925,1,A1,344760,3/6/2017 0:00
19454,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10795,14, ,A1,101-31 222ND   STREET, ,11429,1,0,1,4000,1482,1930,1,A1,429888,10/19/2016 0:00
19455,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10795,18, ,A1,101-21 222ND   STREET, ,11429,1,0,1,4000,1482,1930,1,A1,469000,5/25/2017 0:00
19458,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10813,29, ,A1,94-66 224TH   STREET, ,11428,1,0,1,4620,1408,1920,1,A1,370000,6/8/2017 0:00
19460,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11083,8, ,A5,98-33 212 STREET, ,11429,1,0,1,1473,1150,1920,1,A5,440000,4/20/2017 0:00
19461,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11083,8, ,A5,98-33 212TH STREET, ,11429,1,0,1,1473,1150,1920,1,A5,135000,9/6/2016 0:00
19462,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11086,4, ,A1,102-27 212TH   STREET, ,11429,1,0,1,3366,1428,1930,1,A1,412000,1/6/2017 0:00
19463,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11087,8, ,A2,99-31 213TH STREET, ,11429,1,0,1,4650,1336,1930,1,A2,385000,5/30/2017 0:00
19464,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11087,39, ,A2,99-10 215TH   STREET, ,11429,1,0,1,7500,956,1925,1,A2,210000,10/13/2016 0:00
19465,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11088,40, ,A1,214-19 104TH AVENUE, ,11429,1,0,1,2300,1568,1930,1,A1,197500,2/13/2017 0:00
19466,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11089,30, ,A1,99-08 216TH STREET, ,11429,1,0,1,2525,994,1930,1,A1,450000,4/21/2017 0:00
19467,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11090,31, ,A1,102-04 216 STREET, ,11429,1,0,1,2500,1065,1930,1,A1,345000,2/8/2017 0:00
19470,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11092,15, ,A1,102-13 216TH STREET, ,11429,1,0,1,3750,1305,1925,1,A1,420000,1/30/2017 0:00
19471,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11093,28, ,A1,217-17 102ND   AVENUE, ,11429,1,0,1,4800,1296,1915,1,A1,349200,10/28/2016 0:00
19473,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11097,11, ,A1,104-55 212TH   STREET, ,11429,1,0,1,3000,1476,1920,1,A1,470000,8/2/2017 0:00
19474,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11097,150, ,A1,212-11 HOLLIS AVENUE, ,11429,1,0,1,4000,1188,1920,1,A1,375000,6/2/2017 0:00
19476,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11099,58, ,A1,106-04 215TH   STREET, ,11429,1,0,1,4400,1474,1925,1,A1,377373,5/19/2017 0:00
19477,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11101,31, ,A1,215-32 106TH   AVENUE, ,11429,1,0,1,3753,1488,1925,1,A1,545000,5/18/2017 0:00
19478,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11101,31, ,A1,215-32 106TH   AVENUE, ,11429,1,0,1,3753,1488,1925,1,A1,255000,10/6/2016 0:00
19479,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11102,12, ,A1,104-03 216TH STREET, ,11429,1,0,1,2892,1136,1920,1,A1,390000,3/9/2017 0:00
19480,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11106,53, ,S1,218-26 HEMPSTEAD AVENUE, ,11429,1,1,2,1725,2000,1930,1,S1,370000,6/27/2017 0:00
19481,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11107,6, ,A0,218-27 104TH AVE, ,11429,1,0,1,7158,1080,1945,1,A0,300000,12/19/2016 0:00
19482,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11107,48, ,A1,103-06 218TH   PLACE, ,11429,1,0,1,3500,1568,1935,1,A1,450000,6/7/2017 0:00
19483,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11110,10, ,A1,103-18 SPRINGFIELD BLVD, ,11429,1,0,1,2805,1664,1935,1,A1,550000,2/24/2017 0:00
19485,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11112,11, ,A1,208-22 BARDWELL AVENUE, ,11429,1,0,1,4000,1464,1930,1,A1,290000,5/5/2017 0:00
19486,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11113,34, ,A1,109-12 212TH   STREET, ,11429,1,0,1,3800,1431,1930,1,A1,480000,2/2/2017 0:00
19487,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11114,1, ,A1,109-67 209TH   PLACE, ,11429,1,0,1,4000,1604,1935,1,A1,500000,1/13/2017 0:00
19488,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11115,28, ,A5,212-04 HOLLIS AVENUE, ,11429,1,0,1,1710,1224,1945,1,A5,430000,7/28/2017 0:00
